product_name,variant_name,variant_price,variant_sku,variant_stock,parent,Favourite,Product Description,Short Description,Information,Variant Header 1,Variant Header 2,Variant Header 3,Variant Header 4,discount code,GroupName,Sort,Image,category_name,sub_category_name,child_level_1,child_level_2,child_level_3,child_level_4,child_level_5
,2-0 BSPT Male X 2-0 Suction Tail,42.8,SBM-32-32,15,SBM,,,,,2,2,,,,6,32-32,,,,,,,,
SBM9C,,,,,,,,BSPT MALE X SUCTION TAIL COMPACT 90°,,BSPT M,Hose ID,,,,,16070,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312522_1709547624_1709546865_SBM9C.jpg,Hydraulic , Fittings , Economy Range , Economy Suction Tails , BSP Suction Tails,,
,3/4 BSPT x 3/4 L.P SUCTION 90° TAIL,22.5,SBM9C-12-12,40,SBM9C,,,,,4-Mar,4-Mar,,,,6,12-Dec,,,,,,,,
,3/4 BSPT x 1 IN L.P SUCTION TAIL 90,21.35,SBM9C-12-16,47,SBM9C,,,,,4-Mar,1,,,,6,16-Dec,,,,,,,,
,3/4 BSPT x 1-1/4 L.P SUCTION 90° TAIL,43.92,SBM9C-12-20,48,SBM9C,,,,,4-Mar,1 1/4,,,,6,20-Dec,,,,,,,,
,1-0 BSPT Male 90°  X 3/4 Suction Tail,36.47,SBM9C-16-12,54,SBM9C,,,,,1,4-Mar,,,,6,16-12,,,,,,,,
,1 BSPT x 1 L.P SUCTION 90° TAIL,24.5,SBM9C-16-16,37,SBM9C,,,,,1,1,,,,6,16-16,,,,,,,,
,1 BSPT x 1-1/4 L.P SUCTION 90° TAIL,27.7,SBM9C-16-20,33,SBM9C,,,,,1,1 1/4,,,,6,16-20,,,,,,,,
,1 BSPT x 1-1/2 L.P SUCTION 90° TAIL,54,SBM9C-16-24,54,SBM9C,,,,,1,1 1/2,,,,6,16-24,,,,,,,,
,1-1/4 BSPT x 1 L.P SUCTION 90° TAIL,37.5,SBM9C-20-16,105,SBM9C,,,,,1 1/4,1,,,,6,20-16,,,,,,,,
,1-1/4 BSPT x 1-1/4 L.P SUCTION 90° TAIL,38.5,SBM9C-20-20,66,SBM9C,,,,,1 1/4,1 1/4,,,,6,20-20,,,,,,,,
,1-1/4 BSPT x 1-1/2 L.P SUCTION 90° TAIL,43,SBM9C-20-24,119,SBM9C,,,,,1 1/4,1 1/2,,,,6,20-24,,,,,,,,
,1-1/2 BSPT x 1-1/4 L.P SUCTION 90° TAIL,76.2,SBM9C-24-20,134,SBM9C,,,,,1 1/2,1 1/4,,,,6,24-20,,,,,,,,
,1-1/2 BSPT x 1-1/2 L.P SUCTION 90° TAIL,65,SBM9C-24-24,11,SBM9C,,,,,1 1/2,1 1/2,,,,6,24-24,,,,,,,,
,2 BSPT x 2 L.P SUCTION 90° TAIL,150,SBM9C-32-32,17,SBM9C,,,,,2,2,,,,6,32-32,,,,,,,,
SBPM,,,,,,,,BSPP MALE X SUCTION TAIL STRAIGHT,,BSPP M,Hose ID,,,,,16050,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312522_1709547623_1709546865_SBPM.jpg,Hydraulic , Fittings , Economy Range , Economy Suction Tails , BSP Suction Tails,,
,3/4 IN BSPP X 3/4 L.P TAIL,18,SBPM-12-12,51,SBPM,,,,,4-Mar,4-Mar,,,,6,12-Dec,,,,,,,,
,3/4 BSPP Male  X 1-0 Suction Tail,11.28,SBPM-12-16,15,SBPM,,,,,4-Mar,1,,,,6,16-Dec,,,,,,,,
,3/4 BSPP Male X 1-1/4 Suction Tail,16.11,SBPM-12-20,47,SBPM,,,,,4-Mar,1 1/4,,,,6,20-Dec,,,,,,,,
,1 BSPP x 1 L.P HOSE,21,SBPM-16-16,17,SBPM,,,,,1,1,,,,6,16-16,,,,,,,,
,1 BSPP x 1-1/4 L.P HOSE,20.9,SBPM-16-20,146,SBPM,,,,,1,1 1/4,,,,6,16-20,,,,,,,,
,1 BSPP X 1-1/2 L.P HOSE,27,SBPM-16-24,32,SBPM,,,,,1,1 1/2,,,,6,16-24,,,,,,,,
,1-1/4 BSPP Male X 3/4 Suction Tail,48.3,SBPM-20-12,9,SBPM,,,,,1 1/4,4-Mar,,,,6,20-12,,,,,,,,
,1-1/4 BSPP Male X 1-0 Suction Tail,45.3,SBPM-20-16,28,SBPM,,,,,1 1/4,1,,,,6,20-16,,,,,,,,
,1-1/4 BSPP x 1-1/4 L.P HOSE,51,SBPM-20-20,116,SBPM,,,,,1 1/4,1 1/4,,,,6,20-20,,,,,,,,
,1-1/4 BSPP x 1-1/2 L.P HOSE,58.25,SBPM-20-24,50,SBPM,,,,,1 1/4,1 1/2,,,,6,20-24,,,,,,,,
,1-1/2 BSPP Male X 1-0 Suction Tail,62.8,SBPM-24-16,9,SBPM,,,,,1 1/2,1,,,,6,24-16,,,,,,,,
,1-1/2 BSPP Male X 1-1/4 Suction Tail,73.04,SBPM-24-20,26,SBPM,,,,,1 1/2,1 1/4,,,,6,24-20,,,,,,,,
,1-1/2 BSPP Male X 1-1/2 Suction Tail,47.5,SBPM-24-24,29,SBPM,,,,,1 1/2,1 1/2,,,,6,24-24,,,,,,,,
,1-1/2 BSPP  Male X 2-0 Suction Hose Tail,67,SBPM-24-32,50,SBPM,,,,,1 1/2,2,,,,6,24-32,,,,,,,,
SBPM9C,,,,,,,,BSPP MALE X SUCTION TAIL COMPACT 90°,,BSPP M,Hose ID,,,,,16080,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312522_1709547624_1709546866_SBPM9C.jpg,Hydraulic , Fittings , Economy Range , Economy Suction Tails , BSP Suction Tails,,
,1/2 BSPP Male 90° Compact X 3/4 Suction,37,SBPM9C-08-12,10,SBPM9C,,,,,2-Jan,4-Mar,,,,6,12-Aug,,,,,,,,
,3/4 BSPP x 3/4 L.P SUCTION 90° TAIL,45,SBPM9C-12-12,22,SBPM9C,,,,,4-Mar,4-Mar,,,,6,12-Dec,,,,,,,,
,3/4 BSPP x 1 L.P SUCTION 90° TAIL,48,SBPM9C-12-16,23,SBPM9C,,,,,4-Mar,1,,,,6,16-Dec,,,,,,,,
,3/4 BSPP Male 90° C X 1-1/4 L.P Suction,75,SBPM9C-12-20,55,SBPM9C,,,,,4-Mar,1 1/4,,,,6,20-Dec,,,,,,,,
,1 BSPP x 1 L.P SUCTION 90° TAIL,48,SBPM9C-16-16,19,SBPM9C,,,,,1,1,,,,6,16-16,,,,,,,,
,1 BSPP x 1-1/4 L.P SUCTION 90° TAIL,60,SBPM9C-16-20,195,SBPM9C,,,,,1,1 1/4,,,,6,16-20,,,,,,,,
,1 BSPP x 1-1/2 L.P SUCTION 90° TAIL,58.25,SBPM9C-16-24,62,SBPM9C,,,,,1,1 1/2,,,,6,16-24,,,,,,,,
,1-1/4 BSPP x 1 L.P SUCTION 90° TAIL,60,SBPM9C-20-16,84,SBPM9C,,,,,1 1/4,1,,,,6,20-16,,,,,,,,
,1-1/4 BSPP x 1-1/4 L.P SUCTION 90° TAIL,66.75,SBPM9C-20-20,215,SBPM9C,,,,,1 1/4,1 1/4,,,,6,20-20,,,,,,,,
,1-1/4 BSPP x 1-1/2 L.P SUCTION 90° TAIL,70,SBPM9C-20-24,116,SBPM9C,,,,,1 1/4,1 1/2,,,,6,20-24,,,,,,,,
,1-1/2 BSPP x 1-1/4 L.P SUCTION 90° TAIL,85,SBPM9C-24-20,16,SBPM9C,,,,,1 1/2,1 1/4,,,,6,24-20,,,,,,,,
,1-1/2 BSPP x 1-1/2 L.P SUCTION 90° TAIL,85,SBPM9C-24-24,110,SBPM9C,,,,,1 1/2,1 1/2,,,,6,24-24,,,,,,,,
SC,,,,,,,,SAE Cap,,SAE,,,,,,14800,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312423_1709547515_1709546866_SC.jpg,Hydraulic , Adaptors , Caps,,,,
,7/16 SAE Cap,7.3,SC-04,39,SC,,,,,16-Jul,,,,,2,4,,,,,,,,
,1/2 SAE Cap,5.85,SC-05,20,SC,,,,,2-Jan,,,,,2,5,,,,,,,,
,5/8 SAE Cap,7.35,SC-06,50,SC,,,,,8-May,,,,,2,6,,,,,,,,
,3/4 SAE Cap,8.1,SC-08,16,SC,,,,,2-Jan,,,,,2,8,,,,,,,,
,7/8 SAE Cap,6.5,SC-10,19,SC,,,,,8-Jul,,,,,2,10,,,,,,,,
,1-1/16 SAE Cap,12.1,SC-12,24,SC,,,,,4-Mar,,,,,2,12,,,,,,,,
SCV,,,,,,,,Needle Valve - Checked,,BPS F,,,,,,17820,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312489_1709547578_1709546866_SCV.jpg,Hydraulic , Valves , Needle Valves,,,,
,1/4 NEEDLE VALVE CHECKED BSPP,84.55,SCV-04,55,SCV,,,,,4-Jan,,,,,1,4,,,,,,,,
,3/8 NEEDLE VALVE CHECKED BSPP,93,SCV-06,154,SCV,,,,,8-Mar,,,,,1,6,,,,,,,,
,1/2 NEEDLE VALVE CHECKED BSPP,97.75,SCV-08,23,SCV,,,,,2-Jan,,,,,1,8,,,,,,,,
,3/4 NEEDLE VALVE CHECKED BSPP,169.1,SCV-12,50,SCV,,,,,4-Mar,,,,,1,12,,,,,,,,
,1 NEEDLE VALVE CHECKED BSPP,234.6,SCV-16,10,SCV,,,,,1,,,,,1,16,,,,,,,,
SF61J1M,,,,,,,,Code 61 Flange X JIC Male,,Code 61,JIC M,,,,,14540,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312424_1709547518_1709546867_SF61J1M.jpg,Hydraulic , Adaptors , SAE Flange , Straight Flang Adaptors,,,
,1/2 Code 61 Flange  X 3/4 JIC Male,13.5,SF61J1M-08-08,8,SF61J1M,,,,,2-Jan,4-Mar,,,,2,8-Aug,,,,,,,,
,3/4 Code 61 Flange X 1-1/16 JIC Male,25.25,SF61J1M-12-12,6,SF61J1M,,,,,4-Mar,1  1/16,,,,2,12-Dec,,,,,,,,
,3/4 Code 61Flange X 1-5/16 JIC Male,30.2,SF61J1M-12-16,7,SF61J1M,,,,,4-Mar,1  5/16,,,,2,16-Dec,,,,,,,,
,1.0 Code 61  Flange X 1-1/16JIC Male,30.15,SF61J1M-16-12,13,SF61J1M,,,,,1,1  1/16,,,,2,16-12,,,,,,,,
,1-0 Code 61 Flange X 1-5/16 JIC Male,30.15,SF61J1M-16-16,73,SF61J1M,,,,,1,1  5/16,,,,2,16-16,,,,,,,,
,1.0 Code 61 Flange X 1-7/8 JIC Male,158.45,SF61J1M-16-24,0,SF61J1M,,,,,1,1 7/8,,,,2,16-24,,,,,,,,
,1-1/4 Code 61 Flange X 1-1/16 JIC Male,40.6,SF61J1M-20-12,0,SF61J1M,,,,,1 1/4,1  1/16,,,,2,20-12,,,,,,,,
,1-1/4 Code 61 Flange X 1-5/16 JIC Male,39.85,SF61J1M-20-16,12,SF61J1M,,,,,1 1/4,1  5/16,,,,2,20-16,,,,,,,,
,1-1/4 Code 61 Flange X 1-5/8 JIC Male,39.35,SF61J1M-20-20,26,SF61J1M,,,,,1 1/4,1 5/8,,,,2,20-20,,,,,,,,
,1-1/2 Code 61 Flange  X 1-5/16 JIC Male,98.3,SF61J1M-24-16,12,SF61J1M,,,,,1 1/2,1  5/16,,,,2,24-16,,,,,,,,
,1-1/2 Code 61 Flange X 1-5/8 JIC Male,72.8,SF61J1M-24-20,29,SF61J1M,,,,,1 1/2,1 5/8,,,,2,24-20,,,,,,,,
,1-1/2 Code 61 Flange X 1-7/8 JIC Male,67.3,SF61J1M-24-24,10,SF61J1M,,,,,1 1/2,1 7/8,,,,2,24-24,,,,,,,,
,2.0 Code61 Flange X 1-7/8 JIC Male,143.75,SF61J1M-32-24,15,SF61J1M,,,,,2,1 7/8,,,,2,32-24,,,,,,,,
,2-0 Code 61 Flange X 2-1/2 JIC Male,159.75,SF61J1M-32-32,19,SF61J1M,,,,,2,2 1/2,,,,2,32-32,,,,,,,,
SF61J4M,,,,,,,,Code61 Flange X JIC Male Swept 45°,,Code61,JIC M,,,,,14560,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312425_1709547518_1709546868_SF61J4M.jpg,Hydraulic , Adaptors , SAE Flange , 45° Flange Adaptors,,,
,1/2 Code 61 Flange X 3/4 JIC Male 45°,25.7,SF61J4M-08-08,9,SF61J4M,,,,,2-Jan,4-Mar,,,,2,8-Aug,,,,,,,,
,3/4 Code61 Flange X 1-1/16 JIC Male 45°,32.6,SF61J4M-12-12,6,SF61J4M,,,,,4-Mar,1  1/16,,,,2,12-Dec,,,,,,,,
,1-0 Code 61 Flange X 1-1/16 JIC Male 45°,45.2,SF61J4M-16-12,8,SF61J4M,,,,,1,1  1/16,,,,2,16-12,,,,,,,,
,1-0 Code 61 Flange X 1-5/16 JIC Male 45°,45.45,SF61J4M-16-16,6,SF61J4M,,,,,1,1  5/16,,,,2,16-16,,,,,,,,
,1-1/4 Code61  FlangeX1-5/16 JIC Male 45°,60.85,SF61J4M-20-16,10,SF61J4M,,,,,1 1/4,1  5/16,,,,2,20-16,,,,,,,,
,1-1/4 Code 61 FlangeX 1-5/8 JIC Male 45°,66.1,SF61J4M-20-20,8,SF61J4M,,,,,1 1/4,1 5/8,,,,2,20-20,,,,,,,,
,1-1/2 Code 61 FlangeX1-7/8 JIC Male 45°,208.9,SF61J4M-24-24,6,SF61J4M,,,,,1 1/2,1 7/8,,,,2,24-24,,,,,,,,
SF61J9M,,,,,,,,Code 61 Flange X JIC Male Swept 90°,,Code 61 F,JIC M,,,,,14580,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312425_1709547519_1709546868_SF61J9M.jpg,Hydraulic , Adaptors , SAE Flange , 90° Flange Adaptors,,,
,1/2 Code 61 Flange X 3/4 JIC Male 90°,21.6,SF61J9M-08-08,6,SF61J9M,,,,,2-Jan,4-Mar,,,,2,8-Aug,,,,,,,,
,3/4 CODE 61 X 1-1/16 JIC MM 90,32.3,SF61J9M-12-12,9,SF61J9M,,,,,4-Mar,1  1/16,,,,2,12-Dec,,,,,,,,
,1-0 Code 61  X 1-1/16 JIC Male 90°,45.2,SF61J9M-16-12,5,SF61J9M,,,,,1,1  1/16,,,,2,16-12,,,,,,,,
,1-0 Code 61 X 1-5/16 JIC Male 90°,53.4,SF61J9M-16-16,23,SF61J9M,,,,,1,1  5/16,,,,2,16-16,,,,,,,,
,1-1/4 Code 61 FlangeX1-5/16 JIC Male 90°,60.85,SF61J9M-20-16,12,SF61J9M,,,,,1 1/4,1  5/16,,,,2,20-16,,,,,,,,
,1-1/4 Code 61 FlangeX 1-5/8 JIC Male 90°,80,SF61J9M-20-20,18,SF61J9M,,,,,1 1/4,1 5/8,,,,2,20-20,,,,,,,,
,1-1/4 Code 61 X 1-7/8 JIC Male 90° Swept Bend,69.45,SF61J9M-20-24,5,SF61J9M,,,,,1 1/4,1 7/8,,,,2,20-24,,,,,,,,
,1-1/2 Code 61 FlangeX1-5/16 JIC Male 90°,202.75,SF61J9M-24-16,10,SF61J9M,,,,,1 1/2,1  5/16,,,,2,24-16,,,,,,,,
,1-1/2 Code 61 X 1-5/8 JIC Male 90°,196.65,SF61J9M-24-20,15,SF61J9M,,,,,1 1/2,1 5/8,,,,2,24-20,,,,,,,,
,1-1/2 Code 61 X 1-7/8 JIC Male 90°,115.95,SF61J9M-24-24,6,SF61J9M,,,,,1 1/2,1 7/8,,,,2,24-24,,,,,,,,
,2.0 Code 61 Flange X 1-5/8 JIC Male 90°,304.1,SF61J9M-32-20,9,SF61J9M,,,,,2,1 5/8,,,,2,32-20,,,,,,,,
,2-0 Code 61 X 2-1/2 JIC Male 90°,304.1,SF61J9M-32-32,18,SF61J9M,,,,,2,2 1/2,,,,2,32-32,,,,,,,,
SF62J1M,,,,,,,,Code 62 Flange X JIC Male,,Code 62,JIC M,,,,,14550,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312424_1709547518_1709546869_SF62J1M.jpg,Hydraulic , Adaptors , SAE Flange , Straight Flang Adaptors,,,
,1/2 Code 62 Flange X 3/4 JIC Male,14.8,SF62J1M-08-08,6,SF62J1M,,,,,2-Jan,4-Mar,,,,2,8-Aug,,,,,,,,
,3/4 Code 62 Flange X 1-1/16 JIC Male,28,SF62J1M-12-12,11,SF62J1M,,,,,4-Mar,1  1/16,,,,2,12-Dec,,,,,,,,
,3/4 Code 62 Flange X 1-5/16 JIC Male,28.65,SF62J1M-12-16,8,SF62J1M,,,,,4-Mar,1  5/16,,,,2,16-Dec,,,,,,,,
,1-0 Code 62 Flange X 1-1/16 JIC Male,31.7,SF62J1M-16-12,7,SF62J1M,,,,,1,1  1/16,,,,2,16-12,,,,,,,,
,1-0 Code 62 Flange X 1-5/16 JIC Male,31.7,SF62J1M-16-16,4,SF62J1M,,,,,1,1  5/16,,,,2,16-16,,,,,,,,
,1-1/4 Code 62 X 1-1/16 JIC Male,50.15,SF62J1M-20-12,3,SF62J1M,,,,,1 1/4,1  1/16,,,,2,20-12,,,,,,,,
,1-1/4 Code 62 X 1-5/16 JIC Male,31.95,SF62J1M-20-16,36,SF62J1M,,,,,1 1/4,1  5/16,,,,2,20-16,,,,,,,,
,1-1/4 Code 62 Flange X 1-5/8 JIC Male,41.8,SF62J1M-20-20,32,SF62J1M,,,,,1 1/4,1 5/8,,,,2,20-20,,,,,,,,
,1-1/2 Code 62 Flange X 1-5/16 JIC Male,83.6,SF62J1M-24-16,6,SF62J1M,,,,,1 1/2,1  5/16,,,,2,24-16,,,,,,,,
,1-1/2 Code 62 X 1-5/8 JIC Male,264.45,SF62J1M-24-20,9,SF62J1M,,,,,1 1/2,1 5/8,,,,2,24-20,,,,,,,,
,1-1/2 Code 62 Flange  X 1-7/8 JIC Male,101.4,SF62J1M-24-24,11,SF62J1M,,,,,1 1/2,1 7/8,,,,2,24-24,,,,,,,,
SF62J4M,,,,,,,,Code 62 Flange X JIC Male Swept 45°,,Code 62,JIC M,,,,,14570,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312425_1709547519_1709546869_SF62J4M.jpg,Hydraulic , Adaptors , SAE Flange , 45° Flange Adaptors,,,
,1-1/4 Code 62 45° X 1-5/8 JIC Male,124.95,SF62J4M-20-20,2,SF62J4M,,,,,1 1/4,1 5/8,,,,2,20-20,,,,,,,,
SF62J9M,,,,,,,,Code 62 Flange X JIC Male Swept 90°,,Code 62,JIC M,,,,,14600,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312425_1709547519_1709546869_SF62J9M.jpg,Hydraulic , Adaptors , SAE Flange , 90° Flange Adaptors,,,
,3/4 Code 62 Flange X 1-1/16 JIC Male 90°,35.8,SF62J9M-12-12,10,SF62J9M,,,,,4-Mar,1  1/16,,,,2,12-Dec,,,,,,,,
,3/4 Code 62 Flange X 1-5/16 JIC Male 90°,49.25,SF62J9M-12-16,12,SF62J9M,,,,,4-Mar,1  5/16,,,,2,16-Dec,,,,,,,,
,1-0 Code 62 Flange X 1-1/16 JIC Male 90°,46.35,SF62J9M-16-12,12,SF62J9M,,,,,1,1  1/16,,,,2,16-12,,,,,,,,
,1-0 Code 62 Flange X 1-5/16 JIC Male 90°,58.35,SF62J9M-16-16,25,SF62J9M,,,,,1,1  5/16,,,,2,16-16,,,,,,,,
,1-1/4 Code 62 FlangeX1-1/16 JIC Male 90°,49,SF62J9M-20-12,14,SF62J9M,,,,,1 1/4,1  1/16,,,,2,20-12,,,,,,,,
,1-1/4 Code 62 FlangeX1-5/16 JIC Male 90°,60.85,SF62J9M-20-16,25,SF62J9M,,,,,1 1/4,1  5/16,,,,2,20-16,,,,,,,,
,1-1/4 Code 62 Flange X1-5/8 JIC Male 90°,85.7,SF62J9M-20-20,19,SF62J9M,,,,,1 1/4,1 5/8,,,,2,20-20,,,,,,,,
,1-1/2 Code 62 FlangeX1-5/16 JIC Male 90°,208.9,SF62J9M-24-16,9,SF62J9M,,,,,1 1/2,1  5/16,,,,2,24-16,,,,,,,,
,1-1/2 Code 62 Flange X1-5/8 JIC Male 90°,195.1,SF62J9M-24-20,7,SF62J9M,,,,,1 1/2,1 5/8,,,,2,24-20,,,,,,,,
,1-1/2 Code 62 FlangeX1-7/8 JIC Male 90°,199.7,SF62J9M-24-24,16,SF62J9M,,,,,1 1/2,1 7/8,,,,2,24-24,,,,,,,,
,2-0 Code 62 Flange X 2-1/2 JIC Male 90°,304.1,SF62J9M-32-32,5,SF62J9M,,,,,2,2 1/2,,,,2,32-32,,,,,,,,
SFC61,,,,,,,,Code 61 Split Flange Clamp (Pair),,Code 61,,,,,,14680,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312425_1709547520_1709546870_SFC61.jpg,Hydraulic , Adaptors , SAE Flange , Flange Clamps,,,
,1/2 Code 61 Split Flange Clamp (Pair),11.5,SFC61-08,31,SFC61,,,,,2-Jan,,,,,2,8,,,,,,,,
,3/4 Code 61 Split Flange Clamp (Pair),14.7,SFC61-12,73,SFC61,,,,,4-Mar,,,,,2,12,,,,,,,,
,1-0 Code 61 Split Flange Clamp (Pair),16,SFC61-16,223,SFC61,,,,,1,,,,,2,16,,,,,,,,
,1-1/4 Code 61 Split Flange Clamp (Pair),19.4,SFC61-20,0,SFC61,,,,,1 1/4,,,,,2,20,,,,,,,,
,1-1/2 Code 61 Split Flange Clamp (Pair),23.45,SFC61-24,63,SFC61,,,,,1 1/2,,,,,2,24,,,,,,,,
,2-0 Code 61 Split Flange Clamp (Pair),29.1,SFC61-32,127,SFC61,,,,,2,,,,,2,32,,,,,,,,
,2-1/2 Code 61 Split Flange Clamp (Pair),42.6,SFC61-40,21,SFC61,,,,,2 1/2,,,,,2,40,,,,,,,,
,3-0 Code 61 Split Flange Clamp (Pair),71.35,SFC61-48,17,SFC61,,,,,3,,,,,2,48,,,,,,,,
SFC62,,,,,,,,Code 62 Split Flange Clamp (Pair),,Code 62,,,,,,14690,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312425_1709547520_1709546870_SFC62.jpg,Hydraulic , Adaptors , SAE Flange , Flange Clamps,,,
,1/2 Code 62 Split Flange Clamp (Pair),13.8,SFC62-08,12,SFC62,,,,,2-Jan,,,,,2,8,,,,,,,,
,3/4 Code 62 Split Flange Clamp (Pair),18.1,SFC62-12,129,SFC62,,,,,4-Mar,,,,,2,12,,,,,,,,
,1-0 Code 62 Split Flange Clamp (Pair),25.25,SFC62-16,84,SFC62,,,,,1,,,,,2,16,,,,,,,,
,1-1/4 Code 62 Split Flange Clamp (Pair),35.6,SFC62-20,151,SFC62,,,,,1 1/4,,,,,2,20,,,,,,,,
,1-1/2 Code 62 Split Flange Clamp (Pair),54.6,SFC62-24,134,SFC62,,,,,1 1/2,,,,,2,24,,,,,,,,
,2-0 Code 62 Split Flange Clamp (Pair),76.2,SFC62-32,127,SFC62,,,,,2,,,,,2,32,,,,,,,,
,2-1/2 Code 62 Split Flange Clamp (Pair),0,SFC62-40,0,SFC62,,,,,2 1/2,,,,,2,40,,,,,,,,
SFK61,,,,,,,,Code 61 Split Flange Kit,,Code 61,,,,,,14700,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312425_1709547520_1709546870_SFK61.jpg,Hydraulic , Adaptors , SAE Flange , Flange Clamps,,,
,1/2 Code 61 Split Flange Kit,32.01,SFK61-08,0,SFK61,,,,,2-Jan,,,,,2,8,,,,,,,,
,3/4 Code 61 Split Flange Kit,24.75,SFK61-12,1,SFK61,,,,,4-Mar,,,,,2,12,,,,,,,,
,1-0 Code 61 Split Flange Kit,24.45,SFK61-16,0,SFK61,,,,,1,,,,,2,16,,,,,,,,
,1-1/4 Code 61 Split Flange Kit,31.1,SFK61-20,0,SFK61,,,,,1 1/4,,,,,2,20,,,,,,,,
,1-1/2 Code 61 Split Flange Kit,38.6,SFK61-24,0,SFK61,,,,,1 1/2,,,,,2,24,,,,,,,,
,2-0 Code 61 Split Flange Kit,44.1,SFK61-32,0,SFK61,,,,,2,,,,,2,32,,,,,,,,
SFK62,,,,,,,,Code 62 Split Flange Kit,,Code 62,,,,,,14710,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312426_1709547521_1709546870_SFK62.jpg,Hydraulic , Adaptors , SAE Flange , Flange Clamps,,,
,1/2 Code 62 Split Flange Kit,51.37,SFK62-08,0,SFK62,,,,,2-Jan,,,,,2,8,,,,,,,,
,3/4 Code 62 Split Flange Kit,26.6,SFK62-12,0,SFK62,,,,,4-Mar,,,,,2,12,,,,,,,,
,1-0 Code 62 Split Flange Kit,39.25,SFK62-16,0,SFK62,,,,,1,,,,,2,16,,,,,,,,
,1-1/4 Code 62 Split Flange Kit,71.83,SFK62-20,0,SFK62,,,,,1 1/4,,,,,2,20,,,,,,,,
,1-1/2 Code 62 Split Flange Kit,104.89,SFK62-24,0,SFK62,,,,,1 1/2,,,,,2,24,,,,,,,,
,2-0 Code 62 Split Flange Kit,177.49,SFK62-32,0,SFK62,,,,,2,,,,,2,32,,,,,,,,
SGAU,,,,,,,,Sight Gauge,,BSP,,,,,,17290,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312450_1709547544_1709546871_SGAU.jpg,Hydraulic , Diagnostics , Gauges,,,,
,1/2 BSPT Sight Gauge,19,SG-08,9,SGAU,,,,,2-Jan,,,,,1,8,,,,,,,,
,3/4 BSPT Sight Gauge,21,SG-12,9,SGAU,,,,,4-Mar,,,,,1,12,,,,,,,,
,1.0 BSPT Sight Gauge,29,SG-16,6,SGAU,,,,,1,,,,,1,16,,,,,,,,
SINVJ1M,,,,,,,,SAE Inverted Flare X JIC,,SAE M,JIC M,,,,,13000,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312393_1709547443_1709546871_SINVJ1M.jpg,Hydraulic , Adaptors , Straight Adaptors,,,,
,7/16 SAE Inverted Flare x 7/16 JIC M/M,13.41,SINVJ1M-04-04,9,SINVJ1M,,,,,7/16/2024,7/16/2020,,,,2,4-Apr,,,,,,,,
,1/2 SAE INVERTED FLARE Male X 9/16 JIC M,13.41,SINVJ1M-05-06,10,SINVJ1M,,,,,1/2/2020,9/16/2018,,,,2,6-May,,,,,,,,
,5/8 SAE INVERTED FLARE MaleX9/16JICMale,17.1,SINVJ1M-06-06,9,SINVJ1M,,,,,5/8/2018,9/16/2018,,,,2,6-Jun,,,,,,,,
SP,,,,,,,,SAE Plug,,SAE M,,,,,,14950,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312421_1709547510_1709546872_SP.jpg,Hydraulic , Adaptors , Plugs,,,,
,7/16 SAE Plug,4.15,SP-04,40,SP,,,,,16-Jul,,,,,2,4,,,,,,,,
,1/2 SAE Cap,1.7,SP-05,10,SP,,,,,2-Jan,,,,,2,5,,,,,,,,
,5/8 SAE Plug,5.3,SP-06,23,SP,,,,,8-May,,,,,2,6,,,,,,,,
,3/4 SAE PLug,7.85,SP-08,10,SP,,,,,2-Jan,,,,,2,8,,,,,,,,
,7/8 SAE Cap,3.7,SP-10,10,SP,,,,,8-Jul,,,,,2,10,,,,,,,,
,1-1/16 SAE Plug,10.55,SP-12,14,SP,,,,,4-Mar,,,,,2,12,,,,,,,,
SPG,,,,,,,,Spring Guard,,,,Spring ID,,,,17750,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312361_1709547368_1709546872_SPG.jpg,Hydraulic , Hose , Accessories,,,,
,12mm I.D Spring Guard,20.65,SPG-12,0,SPG,,,,,,,12,,,1,12,,,,,,,,
,16mm I.D Spring Guard,20.8,SPG-17,24,SPG,,,,,,,17,,,1,17,,,,,,,,
,21mm I.D Spring Guard,22.4,SPG-21,3.3,SPG,,,,,,,21,,,1,21,,,,,,,,
,23 mm I.D Spring  Guard,21.9,SPG-23,11.21,SPG,,,,,,,23,,,1,23,,,,,,,,
